rank,name,genre,esrb_rating,platform,publisher,developer,global_sales,na_sales,pal_sales,jp_sales,other_sales,year,critic_score,user_score
3431,F1 2015,Racing,,PlayStation 4,Codemasters,Codemasters Birmingham,0.68,0.1,0.45,0.04,0.1,2015,65.0,6.3
3459,METRO Redux,Shooter,M,PlayStation 4,Deep Silver,4a-games,0.68,0.22,0.31,0.05,0.1,2014,,
3474,Rocksmith 2014,Music,T,PlayStation 4,Ubisoft,Ubisoft San Francisco,0.67,0.38,0.17,,0.12,2016,,
3545,NHL 16,Sports,,PlayStation 4,EA Sports,EA Canada,0.66,0.38,0.16,,0.12,2015,78.0,5.5
3552,Plants vs Zombies: Garden Warfare,Shooter,E10,PlayStation 4,Electronic Arts,PopCap Games,0.66,0.24,0.3,0.01,0.11,2014,,
3601,Tales of Berseria,Role-Playing,,PlayStation 4,Namco Bandai Games,Namco Bandai Games,0.65,0.22,0.1,0.26,0.07,2017,,
3604,Yakuza Zero,Adventure,M,PlayStation 4,Sega,Sega,0.65,0.22,0.16,0.19,0.08,2017,,
3611,One Piece: Burning Blood,Fighting,T,PlayStation 4,Namco Bandai Games,Spike Chunsoft,0.65,0.21,0.26,0.09,0.09,2016,66.0,7.8
3619,Batman: Return to Arkham,Action,T,PlayStation 4,Warner Bros. Interactive Entertainment,Rocksteady Studios,0.64,0.15,0.39,0.01,0.1,2016,73.0,8.5
3686,Plants vs. Zombies: Garden Warfare 2,Shooter,E10,PlayStation 4,Electronic Arts,PopCap Games,0.63,0.22,0.31,,0.1,2016,81.0,7.7
3723,LEGO The Hobbit,Action-Adventure,E10,PlayStation 4,Warner Bros. Interactive Entertainment,Traveller's Tales,0.62,0.14,0.39,,0.1,2014,72.0,6.6
3729,World of Final Fantasy,Role-Playing,E10,PlayStation 4,Square Enix,Square Enix,0.62,0.24,0.21,0.09,0.09,2016,77.0,8.3
3742,F1 2017,Racing,E,PlayStation 4,Deep Silver,Codemasters,0.62,0.04,0.47,0.02,0.09,2017,,
3753,NHL 15,Sports,E10,PlayStation 4,EA Sports,EA Canada,0.62,0.32,0.19,,0.11,2014,60.0,3.6
3789,Knowledge is Power,Party,T,PlayStation 4,Sony Interactive Entertainment,Wish Studio,0.61,0.05,0.47,,0.09,2017,,
3836,L.A. Noire,Adventure,M,PlayStation 4,Rockstar Games,Team Bondi,0.6,0.18,0.32,,0.1,2017,,
3930,Hidden Agenda,Adventure,M,PlayStation 4,Sony Interactive Entertainment,Supermassive Games Ltd.,0.59,0.08,0.42,,0.09,2017,,
3946,Call of Duty: Modern Warfare Remastered,Shooter,M,PlayStation 4,Activision,Infinity Ward,0.58,0.17,0.3,0.03,0.09,2017,,
3949,Dragon Quest Builders: Revive Alefgard,Role-Playing,E10,PlayStation 4,Square Enix,Square Enix,0.58,0.12,0.17,0.24,0.06,2016,,
4022,The Lego Ninjago Movie Videogame,Action,E10,PlayStation 4,Warner Bros. Interactive Entertainment,Traveller's Tales,0.57,0.16,0.32,,0.09,2017,,
4030,Resident Evil: Revelations 2,Action,M,PlayStation 4,Capcom,Capcom,0.57,0.14,0.25,0.11,0.07,2015,75.0,7.7
4052,Rock Band 4,Music,T,PlayStation 4,Harmonix Music Systems,Harmonix Music Systems,0.57,0.41,0.06,,0.1,2015,78.0,6.3
4086,NHL 18,Sports,,PlayStation 4,EA Sports,EA Canada,0.57,0.31,0.16,,0.1,2017,,
4089,Mega Man Legacy Collection,Platform,E,PlayStation 4,Capcom,Digital Eclipse Software,0.57,,,,,2016,77.0,6.1
4092,Everybody's Golf,Sports,E,PlayStation 4,Sony Interactive Entertainment,Clap Hanz,0.56,0.12,0.22,0.17,0.06,2017,,
4094,The Amazing Spider-Man 2 (2014),Action-Adventure,T,PlayStation 4,Activision,Beenox,0.56,0.2,0.26,0.02,0.09,2014,,
4146,DOOM VFR,Shooter,M,PlayStation 4,Bethesda Softworks,id Software,0.56,0.22,0.25,,0.09,2017,,
4149,Just Cause 4,Action-Adventure,M,PlayStation 4,Square Enix,Avalanche Studios,0.56,0.18,0.26,0.03,0.09,2018,,
4163,Sonic Forces,Platform,E10,PlayStation 4,Sega,Sonic Team,0.56,0.15,0.31,0.01,0.09,2017,,
4165,Kingdom Come: Deliverance,Role-Playing,M,PlayStation 4,Deep Silver,Warhorse Studios,0.56,0.18,0.28,,0.09,2018,,
4173,Lords of the Fallen,Role-Playing,M,PlayStation 4,Namco Bandai Games,DECK13 Interactive,0.55,0.2,0.24,0.02,0.09,2014,68.0,6.6
4196,Sniper Elite 4,Shooter,M,PlayStation 4,Rebellion Developments,Rebellion Developments,0.55,0.21,0.25,,0.09,2017,,
4227,Rory McIlroy PGA Tour,Sports,E,PlayStation 4,Electronic Arts,EA Tiburon,0.55,0.19,0.27,,0.09,2015,61.0,3.7
4237,Project CARS 2,Racing,,PlayStation 4,Namco Bandai Games,Slightly Mad Studios,0.55,0.1,0.35,0.02,0.08,2017,,
4320,LEGO The Incredibles,Action,E10,PlayStation 4,Warner Bros. Interactive Entertainment,Traveller's Tales,0.53,0.18,0.27,,0.09,2018,,
4371,F1 2018,Racing,E,PlayStation 4,Codemasters,Codemasters Birmingham,0.53,0.05,0.39,0.01,0.08,2018,,
4400,Skylanders: Trap Team,Platform,E10,PlayStation 4,Activision,Toys for Bob,0.52,0.25,0.18,,0.09,2014,78.0,5.6
4407,NHL 17,Sports,,PlayStation 4,EA Sports,EA Canada,0.52,0.32,0.11,,0.09,2016,78.0,5.8
4451,One Piece: Pirate Warriors 3,Action,T,PlayStation 4,Tecmo Koei,Omega Force,0.52,0.11,0.22,0.11,0.06,2015,74.0,7.4
4463,Hitman 2,Action-Adventure,M,PlayStation 4,Warner Bros. Interactive Entertainment,IO Interactive,0.51,0.19,0.22,0.02,0.08,2018,,
4502,DiRT Rally,Racing,E,PlayStation 4,Codemasters,Codemasters,0.51,0.13,0.3,,0.08,2016,85.0,8.1
4528,Homefront: The Revolution,Shooter,M,PlayStation 4,Deep Silver,Dambuster Studios,0.5,0.11,0.29,0.04,0.07,2016,48.0,3.8
4544,Attack on Titan,Action,M,PlayStation 4,Tecmo Koei,Omega Force,0.5,0.08,0.24,0.12,0.06,2017,,
4568,Yakuza 6: The Song of Life,Adventure,M,PlayStation 4,Sega,Sega,0.5,,,,,2018,,
4597,Pro Evolution Soccer 2019,Sports,E,PlayStation 4,Konami,Konami,0.5,0.06,0.23,0.15,0.05,2018,,
4678,DiRT 4,Racing,T,PlayStation 4,Deep Silver,Codemasters,0.49,0.1,0.3,0.02,0.07,2017,,
4681,Dark Souls: Remastered,Role-Playing,M,PlayStation 4,Bandai Namco Entertainment,From Software,0.49,0.13,0.16,0.14,0.06,2018,,
4700,Farpoint,Shooter,M,PlayStation 4,Sony Interactive Entertainment,Impulse Gear,0.48,,0.38,0.04,0.06,2017,,
4714,Battleborn,Shooter,,PlayStation 4,2K Games,Gearbox Software,0.48,0.25,0.12,0.03,0.08,2016,68.0,6.8
4723,A Way Out,Action,M,PlayStation 4,Electronic Arts,Hazelight,0.48,0.23,0.16,,0.08,2018,,
4735,Friday the 13th: The Game,Action,M,PlayStation 4,Gun Media,IllFonic,0.48,0.29,0.09,0.03,0.08,2017,,
4743,The Walking Dead: A Telltale Games Series,Adventure,M,PlayStation 4,Telltale Games,Telltale Games,0.48,0.12,0.26,0.03,0.07,2014,,
4757,Wolfenstein: The Old Blood,Shooter,M,PlayStation 4,Bethesda Softworks,MachineGames,0.48,0.13,0.25,0.02,0.07,2015,76.0,8.0
4779,Jurassic World Evolution,Simulation,,PlayStation 4,Frontier Developments,Frontier Developments,0.47,0.14,0.25,,0.08,2018,,
4817,Deadpool,Action,M,PlayStation 4,Activision,High Moon Studios,0.47,0.26,0.13,,0.08,2015,60.0,5.7
4820,Dragon Quest Heroes II: Twin Kings and the Prophecy's End,Action,,PlayStation 4,Square Enix,Omega Force,0.47,0.05,0.09,0.3,0.03,2017,,
4826,TrackMania Turbo,Racing,E,PlayStation 4,Ubisoft,Nadeo,0.47,0.04,0.35,,0.07,2016,81.0,7.9
4834,Knack 2,Platform,E10,PlayStation 4,Sony Interactive Entertainment,SIE Japan Studio,0.47,0.14,0.25,0.01,0.07,2017,,
4837,Just Dance 2014,Music,E10,PlayStation 4,Ubisoft,Ubisoft Paris,0.47,0.21,0.18,,0.08,2013,75.0,5.5
4848,Farming Simulator 19,Simulation,E,PlayStation 4,Focus Home Interactive,Giants Software,0.47,0.13,0.26,,0.07,2018,,
4866,Dissidia Final Fantasy NT,Fighting,T,PlayStation 4,Square Enix,Square Enix,0.46,0.19,0.06,0.16,0.05,2018,,
4900,LEGO DC Super-Villains,Action-Adventure,,PlayStation 4,Warner Bros. Interactive Entertainment,Traveller's Tales,0.46,0.22,0.17,,0.08,2018,,
4942,Skylanders: SuperChargers,Action-Adventure,E10,PlayStation 4,Activision,Vicarious Visions,0.45,0.29,0.09,,0.08,2015,81.0,3.3
4988,Yakuza Kiwami,Adventure,M,PlayStation 4,Sega,Sega,0.45,0.13,0.07,0.21,0.04,2017,,
5016,Tales of Zestiria,Role-Playing,,PlayStation 4,Namco Bandai Games,Namco Bandai Games,0.45,0.18,0.16,0.04,0.07,2015,72.0,6.8
5043,Star Ocean 5: Integrity and Faithlessness,Role-Playing,,PlayStation 4,Square Enix,tri-Ace,0.45,0.1,0.13,0.16,0.05,2016,,
5074,Sleeping Dogs: Definitive Edition,Action,M,PlayStation 4,Square Enix,United Front Games,0.44,0.16,0.21,,0.07,2014,,
5080,Skylanders SWAP Force,Misc,,PlayStation 4,Activision,Unknown,0.44,0.23,0.14,,0.08,2013,79.0,5.2
5164,Skylanders Imaginators,Platform,E10,PlayStation 4,Activision,Toys for Bob,0.43,0.18,0.18,,0.07,2016,80.0,5.5
5165,Trials Fusion,Misc,,PlayStation 4,Ubisoft,Unknown,0.43,0.13,0.23,0.01,0.07,2014,79.0,7.2
5212,NHL 19,Sports,,PlayStation 4,EA Sports,EA Canada,0.43,0.26,0.09,,0.08,2018,,
5245,Saints Row IV: Re-Elected,Action,M,PlayStation 4,Deep Silver,Volition Inc.,0.42,0.15,0.18,0.03,0.06,2015,,
5305,Dishonored: Definitive Edition,Action,M,PlayStation 4,Bethesda Softworks,Arkane Studios,0.42,0.12,0.21,0.02,0.06,2015,,
5307,Mirror's Edge Catalyst,Platform,T,PlayStation 4,Electronic Arts,EA DICE,0.42,0.13,0.19,0.03,0.06,2016,69.0,4.7
5389,Farming Simulator 2015,Simulation,E,PlayStation 4,Focus Home Interactive,Giants Software,0.41,0.13,0.22,,0.07,2015,,
5434,Just Dance 2015,Music,E10,PlayStation 4,Ubisoft,Ubisoft Paris,0.41,0.21,0.13,,0.07,2014,72.0,5.8
5440,Sword Art Online: Hollow Realization,Role-Playing,T,PlayStation 4,Namco Bandai Games,Aquria,0.41,0.18,0.06,0.12,0.05,2016,69.0,7.7
5596,Just Dance 2016,Music,E10,PlayStation 4,Ubisoft,Ubisoft Paris,0.39,0.19,0.13,,0.07,2015,73.0,6.8
5619,Batman: Arkham VR,Action,,PlayStation 4,Warner Bros. Interactive Entertainment,Rocksteady Studios,0.39,0.32,,,0.07,2016,75.0,7.3
5662,Little Nightmares,Platform,T,PlayStation 4,Namco Bandai Games,Tarsier Studios,0.39,0.18,0.12,0.02,0.06,2017,,
5664,Tropico 5,Simulation,T,PlayStation 4,Kalypso Media,Haemimont Games,0.38,0.07,0.18,0.08,0.05,2015,76.0,7.1
5789,Life is Strange,Adventure,M,PlayStation 4,Square Enix,DONTNOD Entertainment,0.37,0.11,0.16,0.05,0.05,2016,85.0,8.6
5801,Firewall: Zero Hour,Shooter,T,PlayStation 4,Sony Interactive Entertainment,First Contact Entertainment Inc.,0.37,0.14,0.16,0.02,0.06,2018,,
5805,Resident Evil: Origins Collection,Action-Adventure,M,PlayStation 4,Capcom,Capcom,0.37,0.07,0.18,0.07,0.05,2016,,
5825,Burnout Paradise Remastered,Racing,E10,PlayStation 4,Electronic Arts,Stellar Entertainment,0.37,0.08,0.22,0.01,0.06,2018,,
5829,Dynasty Warriors 9,Action,T,PlayStation 4,Tecmo Koei,Omega Force,0.37,0.1,0.06,0.17,0.03,2018,,
5842,Yakuza: Kiwami 2,Action,,PlayStation 4,Sega,Sega,0.37,0.08,0.06,0.19,0.03,2018,,
5845,Vampyr,Role-Playing,M,PlayStation 4,Focus Home Interactive,DONTNOD Entertainment,0.37,0.12,0.19,,0.06,2018,,
5895,Destiny 2: Forsaken,Shooter,,PlayStation 4,Activision,Bungie,0.36,0.19,0.11,,0.06,2018,,
5904,Okami HD,Action,T,PlayStation 4,Capcom,Clover Studio,0.36,0.16,0.12,0.03,0.06,2017,,
5923,Sniper: Ghost Warrior 3,Shooter,M,PlayStation 4,City Interactive,City Interactive,0.36,0.14,0.15,0.03,0.06,2017,,
5943,Fist of The North Star: Lost Paradise,Action,M,PlayStation 4,Sega,Sega,0.36,0.09,0.05,0.18,0.03,2018,,
6002,Sword Art Online: Lost Song,Role-Playing,,PlayStation 4,Namco Bandai Games,Namco Bandai Games,0.36,0.19,0.11,,0.06,2015,63.0,6.3
6006,Hello Neighbor,Action,E10,PlayStation 4,Gearbox Software,Dynamic Pixels,0.35,0.13,0.16,,0.06,2018,,
6024,Disgaea 5: Alliance of Vengeance,Role-Playing,,PlayStation 4,NIS America,Nippon Ichi Software,0.35,0.15,0.08,0.07,0.05,2015,80.0,8.1
6053,Dead or Alive 5 Last Round,Fighting,M,PlayStation 4,Tecmo Koei,Team Ninja,0.35,0.09,0.13,0.09,0.04,2015,,
6060,Sega Genesis Classics,Misc,T,PlayStation 4,Sega,Sega,0.35,0.08,0.21,,0.05,2018,,
6077,Gravity Rush 2,Action-Adventure,T,PlayStation 4,Sony Interactive Entertainment,SIE Japan Studio,0.35,0.13,0.05,0.13,0.04,2017,,
6124,Odin Sphere: Leifthrasir,Role-Playing,,PlayStation 4,Atlus,Vanillaware,0.34,0.14,0.07,0.09,0.04,2016,87.0,8.2
6184,Divinity: Original Sin,Role-Playing,,PlayStation 4,Focus Home Interactive,Larian Studios,0.34,0.13,0.13,0.04,0.05,2015,,
6198,The King of Fighters XIV,Fighting,T,PlayStation 4,Atlus,SNK Playmore,0.34,0.21,0.02,0.06,0.05,2016,79.0,8.7
6236,Dishonored: Death of the Outsider,Action,M,PlayStation 4,Bethesda Softworks,Arkane Studios,0.33,0.1,0.18,,0.05,2017,,
6240,Valkyria Chronicles Remastered,Role-Playing,T,PlayStation 4,Sega,Sega,0.33,0.14,0.08,0.08,0.04,2016,,
6310,Murdered: Soul Suspect,Action-Adventure,M,PlayStation 4,Square Enix,Airtight Games,0.33,0.09,0.17,0.02,0.05,2014,59.0,6.9
6315,PlayerUnknown's Battlegrounds,Shooter,T,PlayStation 4,Sony Interactive Entertainment,PUBG Corporation,0.33,0.13,0.15,,0.05,2018,,
6508,Payday 2,Shooter,M,PlayStation 4,505 Games,Overkill Software,0.32,0.12,0.14,,0.05,2015,,
6591,UEFA Euro 2016,Sports,,PlayStation 4,Konami Digital Entertainment,Konami Digital Entertainment,0.31,,0.22,0.05,0.04,2016,72.0,6.6
6597,DmC Devil May Cry: Definitive Edition,Action,M,PlayStation 4,Capcom,QLOC,0.31,0.12,0.13,,0.05,2015,,
6621,Sonic Mania,Platform,E,PlayStation 4,Sega,PagodaWest Games,0.31,0.1,0.15,0.01,0.05,2017,,
6622,J Stars Victory Vs.,Fighting,,PlayStation 4,Namco Bandai Games,Namco Bandai Games,0.31,0.11,0.14,,0.05,2015,,
6631,XCOM 2,Strategy,T,PlayStation 4,2K Games,Firaxis Games,0.31,0.16,0.1,,0.05,2016,88.0,8.0
6647,Dynasty Warriors 8: Xtreme Legends,Misc,,PlayStation 4,Tecmo Koei,Unknown,0.31,0.09,0.12,0.06,0.04,2014,,
6694,Cities: Skylines,Simulation,E,PlayStation 4,Koch Media,Colossal Order,0.3,0.15,0.07,0.04,0.05,2017,,
6716,My Hero One's Justice,Fighting,T,PlayStation 4,Bandai Namco Entertainment,Byking,0.3,0.16,0.05,0.04,0.05,2018,,
6745,Saint Seiya: Soldiers' Soul,Fighting,,PlayStation 4,Namco Bandai Games,Namco Bandai Games,0.3,,0.21,0.05,0.04,2015,59.0,7.8
6763,Just Dance 2018,Music,E10,PlayStation 4,Ubisoft,Ubisoft Paris,0.3,0.1,0.15,,0.05,2017,,
6809,The Walking Dead: Season Two,Misc,,PlayStation 4,Telltale Games,Unknown,0.3,0.13,0.09,0.03,0.05,2014,,
6812,Sword Art Online: Fatal Bullet,Role-Playing,T,PlayStation 4,Namco Bandai Games,Dimps Corporation,0.29,0.11,0.03,0.13,0.03,2018,,
6822,Naruto to Boruto: Shinobi Striker,Action,T,PlayStation 4,Bandai Namco Games,Soleil Software Studio Inc.,0.29,0.19,0.03,0.02,0.05,2018,,
6834,Yooka-Laylee,Platform,E10,PlayStation 4,Team17 Software,Playtonic Games,0.29,0.09,0.16,,0.05,2018,,
6925,Cars 3: Driven to Win,Racing,E10,PlayStation 4,Warner Bros. Interactive Entertainment,Avalanche Software,0.29,0.06,0.18,0.01,0.04,2017,,
6941,Metal Gear Solid V: The Definitive Experience,Action,M,PlayStation 4,Konami Digital Entertainment,Kojima Productions,0.29,0.13,0.08,0.03,0.04,2016,,7.8
6973,Sherlock Holmes: Crimes & Punishments,Adventure,M,PlayStation 4,Focus Home Interactive,Frogwares,0.29,0.1,0.14,,0.05,2014,,
7012,Star Trek Bridge Crew,Action,E10,PlayStation 4,Ubisoft,Red Storm Entertainment,0.28,0.11,0.12,,0.05,2017,,
7050,The Heavy Rain and Beyond: Two Souls Collection,Action,,PlayStation 4,Sony Computer Entertainment,Quantic Dream,0.28,,0.24,,0.04,2016,,
7109,Spintires: MudRunner,Simulation,E,PlayStation 4,Focus Home Interactive,Saber Interactive,0.28,0.11,0.12,,0.05,2017,,
7122,Onechanbara Z2: Chaos,Action,M,PlayStation 4,NIS America,Tamsoft,0.28,0.16,0.03,0.05,0.04,2015,57.0,6.5
7134,Secret of Mana,Role-Playing,E10,PlayStation 4,Square Enix,Square,0.28,0.06,0.12,0.05,0.04,2018,,
7151,Gundam Versus,Action,T,PlayStation 4,Namco Bandai Games,Namco Bandai Games,0.28,0.08,,0.18,0.02,2017,,
7193,NBA Live 14,Sports,E,PlayStation 4,EA Sports,EA Tiburon,0.27,0.17,0.05,,0.05,2013,43.0,2.7
7219,Bravo Team,Shooter,T,PlayStation 4,Sony Interactive Entertainment,Supermassive Games Ltd.,0.27,0.12,0.09,0.02,0.04,2018,,
7283,Killing Floor 2,Shooter,M,PlayStation 4,Tripwire Interactive,Tripwire Interactive,0.27,0.19,0.03,,0.05,2016,,
7285,Robinson: The Journey,Action-Adventure,E,PlayStation 4,Sony Interactive Entertainment,Crytek,0.27,0.14,0.09,,0.05,2016,65.0,6.9
7286,Driveclub VR,Racing,E,PlayStation 4,Sony Interactive Entertainment,Evolution Studios,0.27,0.12,0.09,0.01,0.04,2016,,
7288,Shenmue I & II,Action-Adventure,T,PlayStation 4,Sega,Sega,0.27,0.09,0.1,0.05,0.04,2018,,
7343,Fate/Extella: The Umbral Star,Action,T,PlayStation 4,Xseed Games,Marvelous Entertainment,0.27,0.12,,0.12,0.03,2017,,
7433,Ultimate Marvel vs. Capcom 3,Fighting,,PlayStation 4,Capcom,Capcom,0.26,0.19,,0.02,0.04,2017,,
7536,Jikkyou Powerful Pro Baseball 2018,Sports,,PlayStation 4,Konami,Konami,0.26,,,0.26,,2018,,
7602,Tetris Effect,Puzzle,E,PlayStation 4,Sony Interactive Entertainment,Monstars Inc.,0.25,0.19,0.01,0.01,0.05,2018,,
7684,Danganronpa V3: Killing Harmony,Adventure,M,PlayStation 4,NIS America,Spike Chunsoft,0.25,0.09,0.05,0.07,0.03,2017,,
7712,Samurai Warriors 4,Fighting,T,PlayStation 4,Tecmo Koei,Omega Force,0.25,0.08,0.07,0.06,0.03,2014,76.0,8.1
7726,Darksiders III,Action,M,PlayStation 4,THQ Nordic,Gunfire Games,0.25,0.13,0.07,,0.04,2018,,
7728,NBA Live 15,Sports,E,PlayStation 4,Electronic Arts,EA Tiburon,0.25,0.16,0.04,,0.04,2014,59.0,5.6
7785,Valkyria Chronicles 4,Role-Playing,T,PlayStation 4,Sega,Sega,0.25,0.1,0.03,0.08,0.03,2018,,
7790,NBA Live 18,Sports,E,PlayStation 4,EA Sports,EA Sports,0.24,0.2,,,0.05,2017,,
7807,Tearaway Unfolded,Platform,E,PlayStation 4,Sony Computer Entertainment,Media Molecule,0.24,0.07,0.13,,0.04,2015,81.0,8.1
7833,.hack//G.U. Last Recode,Role-Playing,T,PlayStation 4,Namco Bandai Games,CyberConnect2,0.24,0.1,0.04,0.08,0.03,2017,,
7849,Ride,Racing,E,PlayStation 4,Milestone S.r.l.,Milestone S.r.l.,0.24,0.04,0.13,0.03,0.03,2015,66.0,7.0
7863,Just Dance 2017,Misc,E10,PlayStation 4,Ubisoft,Ubisoft Paris,0.24,0.08,0.12,,0.04,2016,73.0,
7874,The Escapists 2,Action,T,PlayStation 4,Sold Out,Team17 Software,0.24,0.04,0.16,,0.04,2017,,
7899,Transformers: Devastation,Action,T,PlayStation 4,Activision,PlatinumGames,0.24,0.11,0.09,,0.04,2015,77.0,7.5
7911,Earth Defense Force 5,Shooter,,PlayStation 4,D3 Publisher,Sandlot,0.24,,,0.24,,2018,,
7927,Darksiders II: Deathinitive Edition,Action-Adventure,M,PlayStation 4,Nordic Games,Gunfire Games,0.24,0.1,0.1,,0.04,2015,,
7933,Jikkyou Powerful Pro Baseball 2016,Sports,,PlayStation 4,Konami Digital Entertainment,Konami Digital Entertainment,0.24,,,0.24,,2016,,
7935,The Elder Scrolls Online: Morrowind,MMO,M,PlayStation 4,Bethesda Softworks,ZeniMax Online Studios,0.24,0.11,0.09,,0.04,2017,,
7939,Street Fighter 30th Anniversary Collection,Fighting,T,PlayStation 4,Capcom,Capcom,0.24,0.11,0.07,0.02,0.04,2018,,
7961,Digimon World: Next Order,Role-Playing,E10,PlayStation 4,Namco Bandai Games,Bandai Namco Games,0.24,0.13,0.05,0.02,0.04,2017,,
7971,theHunter: Call of the Wild,Shooter,T,PlayStation 4,THQ Nordic,Expansive Worlds,0.24,0.19,,,0.04,2017,,
8052,Tony Hawk's Pro Skater 5,Sports,T,PlayStation 4,Activision,Robomodo,0.23,0.11,0.08,,0.04,2015,32.0,1.5
8067,Angry Birds: Star Wars,Puzzle,E,PlayStation 4,Activision,Exient Entertainment,0.23,0.11,0.09,,0.04,2013,,
8069,Elex,Role-Playing,M,PlayStation 4,THQ Nordic,Piranha Bytes,0.23,0.03,0.16,,0.04,2017,,
8083,RIGS: Mechanized Combat League,Action,T,PlayStation 4,Sony Interactive Entertainment,Guerrilla Cambridge,0.23,0.11,0.06,0.02,0.04,2016,79.0,7.9
8119,Transformer: Rise of the Dark Spark,Shooter,T,PlayStation 4,Activision,Edge of Reality,0.23,0.08,0.11,0.01,0.04,2014,,
8190,Dead Island Definitive Collection,Action,,PlayStation 4,Deep Silver,Techland,0.23,0.09,0.08,0.03,0.03,2016,63.0,6.4
8206,Metal Gear Survive,Action,M,PlayStation 4,Konami Digital Entertainment,Konami Digital Entertainment,0.23,0.08,0.06,0.05,0.03,2018,,
8221,SingStar Celebration,Music,T,PlayStation 4,Sony Interactive Entertainment,SIE London Studio,0.23,0.04,0.15,,0.03,2017,,
8264,Dead by Daylight,Action,M,PlayStation 4,505 Games,Behaviour Interactive Inc.,0.22,0.11,0.06,0.02,0.04,2017,,
8268,Attack on Titan 2,Action,M,PlayStation 4,Koei Tecmo,Omega Force,0.22,0.09,0.04,0.06,0.03,2018,,
8271,The Wolf Among Us,Adventure,,PlayStation 4,Telltale Games,Telltale Games,0.22,0.11,0.07,,0.04,2014,83.0,8.4
8278,Micro Machines: World Series,Racing,,PlayStation 4,Codemasters,Codemasters,0.22,0.03,0.16,,0.03,2017,,
8293,Life Is Strange: Before the Storm,Adventure,M,PlayStation 4,Square Enix,Deck Nine,0.22,0.11,0.06,0.02,0.03,2018,,
8338,Bladestorm: Nightmare,Action,T,PlayStation 4,Tecmo Koei,Omega Force,0.22,0.11,0.04,0.03,0.03,2015,58.0,6.5
8360,Zombie Army Trilogy,Shooter,M,PlayStation 4,Rebellion Developments,Rebellion Developments,0.22,0.06,0.13,,0.03,2015,62.0,6.8
8370,Outlast Trinity,Action,,PlayStation 4,Warner Bros. Interactive Entertainment,Red Barrels,0.22,0.09,0.09,,0.04,2017,,
8392,Warriors Orochi 4,Action,T,PlayStation 4,Koei Tecmo,Omega Force,0.22,0.05,,0.16,0.01,2018,,
8452,EVE: Valkyrie,Shooter,T,PlayStation 4,Sony Interactive Entertainment,CCP,0.21,0.11,0.06,,0.04,2016,73.0,6.3
8482,Senran Kagura: Peach Beach Splash,Action,M,PlayStation 4,Xseed Games,Marvelous Entertainment,0.21,0.09,0.02,0.08,0.02,2017,,
8489,Ys VIII: Lacrimosa of Dana,Role-Playing,T,PlayStation 4,NIS America,Falcom,0.21,0.08,0.04,0.08,0.02,2017,,
8510,Bound By Flame,Action,M,PlayStation 4,Focus Home Interactive,Spiders,0.21,0.08,0.09,,0.04,2014,53.0,5.9
8572,NBA Live 16,Sports,E,PlayStation 4,EA Sports,EA Tiburon,0.21,0.13,0.05,,0.04,2015,59.0,6.1
8580,Conan Exiles,Action-Adventure,M,PlayStation 4,Maximum Games,Funcom Oslo A/S,0.21,0.05,0.05,0.09,0.02,2018,,
8607,Devil May Cry HD Collection,Action,,PlayStation 4,Capcom,Capcom,0.21,0.1,0.06,0.02,0.03,2018,,
8613,7 Days to Die,Action,M,PlayStation 4,Telltale Games,The Fun Pimps,0.21,0.09,0.08,,0.03,2016,45.0,5.9
8624,Dynasty Warriors 8: Empires,Misc,,PlayStation 4,Tecmo Koei,Unknown,0.21,0.07,0.07,0.04,0.03,2015,63.0,7.5
8627,Dragon's Dogma: Dark Arisen,Role-Playing,M,PlayStation 4,Capcom,Capcom,0.21,0.07,0.07,0.03,0.03,2017,,
8677,Kingdom Hearts: The Story So Far,Role-Playing,,PlayStation 4,Square Enix,Square Enix,0.2,0.17,,,0.04,2018,,
8689,Godzilla (2015),Action,T,PlayStation 4,Namco Bandai Games,Natsume,0.2,0.11,0.03,0.03,0.03,2015,,
8735,Eagle Flight,Adventure,E10,PlayStation 4,Ubisoft,Ubisoft,0.2,0.09,0.08,,0.03,2016,72.0,7.8
8892,Agents of Mayhem,Action,M,PlayStation 4,Deep Silver,Volition Inc.,0.2,0.08,0.08,,0.03,2017,,
8909,MotoGP 14,Racing,E,PlayStation 4,Namco Bandai Games,Milestone S.r.l.,0.2,0.05,0.11,,0.03,2014,,
9042,Elite: Dangerous,Simulation,T,PlayStation 4,Frontier Developments,Frontier Developments,0.19,0.06,0.1,,0.03,2017,,
9044,Shovel Knight,Platform,E,PlayStation 4,Yacht Club Games,Yacht Club Games,0.19,,,,,2015,90.0,7.6
9047,Singstar: Ultimate Party,Music,,PlayStation 4,Sony Computer Entertainment,London Studios,0.19,,0.16,,0.03,2014,47.0,4.1
9063,NBA Live 19,Sports,,PlayStation 4,Electronic Arts,EA Tiburon,0.19,0.15,,,0.04,2018,,
9103,Toukiden Kiwami,Action,,PlayStation 4,Tecmo Koei,Koei Tecmo Games,0.19,0.06,0.07,0.03,0.03,2015,74.0,7.6
9145,Creed: Rise to Glory,Sports,,PlayStation 4,Sony Interactive Entertainment,Survios,0.19,0.15,,,0.04,2018,,
9169,Batman: A Telltale Game Series,Adventure,M,PlayStation 4,Telltale Games,Telltale Games,0.19,0.09,0.07,,0.03,2016,,
